ingestion_id,source_file,ingested_at,ntsb_no,event_type,mkey,event_id,report_no,report_status,report_type,most_recent_report_type,rep_gen_flag,event_date,city,state,country,latitude,longitude,airport_id,airport_name,n_number,serial_number,make,model,aircraft_category,amateur_built,number_of_engines,engine_type,far_part,scheduled,purpose_of_flight,operator,aircraft_damage,highest_injury_level,fatal_injury_count,serious_injury_count,minor_injury_count,onboard_injury_count,onground_injury_count,weather_condition,probable_cause,findings,original_published_date,docket_original_published_date,has_safety_rec,mode,docket_url,report_url
686,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,ERA25LA178,ACC,200034,,,Completed,DirectorBrief,Final,,2025-04-18T11:35:00Z,Bethlehem,Pennsylvania,United States,40.655833000000001,,ABE,Lehigh Valley International Airport,N937A,22-241,PIPER,PA-22,AIR,false,1,REC,091,,PERS,,Substantial,None,0,0,0,0,0,VMC,The student pilot’s failure to maintain control of the airplane while landing in gusting crosswind conditions.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation",2026-02-13T05:00:00Z,2026-02-12T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200034,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200034/pdf
687,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,ERA25LA177,ACC,200033,,,In work,,Prelim,,2025-04-17T16:40:00Z,Greenville,South Carolina,United States,34.856943999999999,,GMU,Greenville Downtown Airport,N8060R,MC-52,BEECH,A24,AIR,false,1,,091,,PERS,L526 Aviation,Substantial,Minor,0,0,1,1,0,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200033/pdf
688,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,DCA25LA185,ACC,200028,,,Completed,DirectorBrief,Final,,2025-04-17T12:42:00Z,Houston,Texas,United States,29.639213000000002,,KHOU,William P. Hobby Airport,N7724A,36725,BOEING,737,AIR,false,2,TF,121,SCHD,,SOUTHWEST AIRLINES CO,None,Serious,0,1,0,1,,VMC,Serious Injury to a flight attendant sustained during an evacuation.,"Aircraft - Aircraft power plant - Engine (turbine/turboprop) - (general) - Failure, Environmental issues - Task environment - Physical workspace - Air quality/dust/smoke - Contributed to outcome, Personnel issues - Physical - Impairment/incapacitation - Illness/injury - Cabin crew",2025-10-23T04:00:00Z,2025-10-23T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200028,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200028/pdf
689,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,GAA25WA157,ACC,200155,,,N/A,,Prelim,,2025-04-16T13:20:00Z,Oriximina,Other Foreign,Brazil,,,,,PT-IVN,18262062,CESSNA,182,AIR,false,1,,NUSN,,,,Destroyed,Fatal,1,0,0,1,0,,,,,,false,Aviation,,None
690,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,GAA25WA148,ACC,200082,,,N/A,,Final,,2025-04-16T04:00:00Z,Gliwice,Other Foreign,Poland,,,,,SP-PIA,F15001401,CESSNA,F150,AIR,false,,,NUSN,,,,Substantial,,,,,,,,,,2025-10-01T04:00:00Z,,false,Aviation,,None
691,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,DCA25LA184,INC,200025,,,In work,,Prelim,,2025-04-15T22:40:00Z,San Juan,Puerto Rico,United States,18.439399999999999,,SJU,Luis Munoz Marin International Airport,N607FR,11195,AIRBUS,A321-271NX,AIR,false,2,,121,SCHD,,Frontier Airlines,Unknown,None,0,0,0,0,,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200025/pdf
692,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,WPR25LA142,ACC,200053,,,Completed,DirectorBrief,Final,,2025-04-15T15:35:00Z,West Jordan,Utah,United States,40.617874999999998,,SVR,South Valley Regional Airport,N15984,28-7325218,PIPER,PA28,AIR,false,1,REC,091,,INST,Nightline Air,Substantial,None,0,0,0,0,,VMC,The pilot's failure to maintain directional control during takeoff. Contributing to the accident was the pilot inadvertently using a runway that resulted in a tailwind condition and the flight instructors delayed remedial action.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on operation, Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot",2025-08-11T04:00:00Z,2025-08-11T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200053,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200053/pdf
693,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,ERA25LA305,ACC,200823,,,In work,,Prelim,,2025-04-15T08:58:00Z,Mount Airy,Maryland,United States,39.340899999999998,,MRB,,N229CK,229,DASSAULT/SUD,FAN JET FALCON SER D,AIR,false,2,,091,,POSI,KALITTA CHARTERS LLC,Substantial,None,0,0,0,0,,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200823/pdf
694,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,WPR25LA134,ACC,200020,,,In work,,Prelim,,2025-04-14T19:00:00Z,Amboy,Washington,United States,45.939880000000002,,,,N16671,2087,BELL,206B,HELI,false,1,,091,,PERS,,Substantial,None,0,0,0,0,,,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200020/pdf
695,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,DCA25WA191,ACC,200059,,,N/A,,Prelim,,2025-04-14T16:35:00Z,El-Oued,,Algeria,,,,,7T-VKK,,BOEING,737,AIR,false,,,NUSC,,,Air Algerie,None,Serious,0,1,2,3,,,,,,,false,Aviation,,None
696,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,WPR25LA130,ACC,200015,,,In work,,Prelim,,2025-04-14T11:03:00Z,Elko,Nevada,United States,40.825322,,EKO,ELKO RGNL,N9088G,2005,Hy-Tek,Hurricane HP,AIR,true,1,,091,,PERS,,Substantial,Serious,0,1,0,1,,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200015/pdf
697,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,ERA25LA182,ACC,200046,,,Completed,DirectorBrief,Final,,2025-04-13T19:40:00Z,Elmore,Alabama,United States,32.518560000000001,,NA,,N744RA,AA2A0122,ROBB AVIATION LLC,AVENTURA II,AIR,true,1,REC,091,,PERS,,Substantial,Minor,0,0,1,1,,VMC,The pilot’s failure to configure the airplane for a water landing.,"Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot",2025-11-06T05:00:00Z,2025-11-06T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200046,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200046/pdf
698,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,WPR25LA131,ACC,200016,,,Completed,DirectorBrief,Final,,2025-04-13T14:42:00Z,Green Valley,Arizona,United States,31.903151000000001,,,,N3797W,32-725,PIPER,PA-32-260,AIR,false,1,REC,091,,PERS,,Substantial,None,0,0,0,0,,VMC,"The pilot's improper fuel management, which resulted in a total loss of engine power due to fuel starvation.","Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management",2025-12-10T05:00:00Z,2025-12-10T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200016,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200016/pdf
699,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,ERA25LA180,ACC,200042,,,Completed,DirectorBrief,Final,,2025-04-13T14:00:00Z,Punta Gorda,Florida,United States,26.917408000000002,,PGD,PUNTA GORDA,N815B,6745,LUSCOMBE,8F,AIR,false,1,REC,091,,PERS,,Substantial,None,0,0,0,0,0,VMC,The pilot’s failure to maintain direction control of the airplane during the landing roll.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",2025-09-05T04:00:00Z,2025-09-05T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200042,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200042/pdf
700,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,ERA25LA176,ACC,200009,,,Completed,DirectorBrief,Final,,2025-04-13T13:00:00Z,Kingston,Ohio,United States,39.485619999999997,,,,N6653F,15063253,CESSNA,150,AIR,false,1,REC,091,,PERS,,Substantial,Serious,0,2,0,2,0,VMC,The pilot’s exceedance of the airplanes’ critical angle of attack resulting in a stall at an altitude too low to recover.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",2025-09-05T04:00:00Z,2025-09-05T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200009,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200009/pdf
701,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,WPR25LA133,ACC,200018,,,In work,,Prelim,,2025-04-13T09:50:00Z,Erie,Nevada,United States,35.866630000000001,,,,N182VE,18258911,CESSNA,182L,AIR,false,1,,091,,PERS,,None,Minor,0,0,1,1,,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200018/pdf
702,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,GAA25WA138,ACC,200023,,,N/A,,Final,,2025-04-13T08:50:00Z,Salzgitter,,Germany,,,,,D-ICEL,,PIPER,PA60,AIR,false,,,NUSN,,,,Destroyed,Fatal,2,0,0,2,,,,,2025-09-23T04:00:00Z,,false,Aviation,,None
703,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,GAA25WA146,INC,200070,,,N/A,,,,2025-04-13T04:00:00Z,Chubu,,Japan,,,,,JA01HJ,,HONDA,HA420,,false,,,,,,,,None,0,0,0,0,,,,,,,false,Aviation,,None
704,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,WPR25MA128,ACC,200005,,,In work,,Prelim,,2025-04-12T13:03:00Z,Copake,New York,United States,42.178249999999998,,1B1,Columbia County Airport,N635TA,458 S.A.,MITSUBISHI,MU-2B-40,AIR,false,2,,091,,PERS,,Destroyed,Fatal,6,0,0,6,,IMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200005/pdf
705,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,ANC25LA034,ACC,200007,,,Completed,DirectorBrief,Final,,2025-04-12T13:00:00Z,Girdwood,Alaska,United States,60.968260000000001,,AQY,Girdwood,N916GG,52236,CESSNA,182B,AIR,false,1,REC,091,,PERS,,Substantial,Minor,0,0,2,2,,VMC,"The pilot's decision to land on an unsuitable landing surface, which resulted in a nose-over.","Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Effect on operation, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot",2025-08-11T04:00:00Z,2025-08-11T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200007,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200007/pdf
706,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,CEN25LA156,ACC,200014,,,In work,,Prelim,,2025-04-12T11:10:00Z,Edinburg,Texas,United States,26.440000000000001,,EBG,South Texas International at Edinburg,N5807T,24-1543,MOONEY,M20J,AIR,false,1,,091,,PERS,,Substantial,None,0,0,0,0,,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200014/pdf
707,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,WPR25FA127,ACC,200002,,,In work,,Prelim,,2025-04-11T20:06:00Z,Justin,Texas,United States,33.071592000000003,,16X,Propwash Airport,N121DF,SW-011,Azalea Aviation LLC,Saberwing,AIR,true,1,,091,,PERS,,Destroyed,Fatal,1,0,0,1,,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200002/pdf
708,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,CEN25LA155,ACC,200013,,,Completed,DirectorBrief,Final,,2025-04-11T18:20:00Z,Brady,Texas,United States,31.131834999999999,,,,UNREG,UKN,QUICKSILVER,MX II,AIR,true,1,REC,091,,PERS,,Substantial,Serious,0,1,0,1,,VMC,"The airplane’s encounter with a dust devil, which resulted in a loss of airplane control at a low altitude.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Attain/maintain not possible, Environmental issues - Conditions/weather/phenomena - Wind - Dust devil/whirlwind - Effect on equipment, Environmental issues - Conditions/weather/phenomena - Wind - Dust devil/whirlwind - Ability to respond/compensate, Environmental issues - Conditions/weather/phenomena - Wind - Dust devil/whirlwind - Contributed to outcome",2025-08-21T04:00:00Z,2025-08-21T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200013,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200013/pdf
709,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,DCA25WA205,INC,200151,,,N/A,,,,2025-04-11T16:45:00Z,Uberlândia,,Brazil,,,,,PR-GUI,,BOEING,737-800,,false,,,NUSC,,,GOL Transportes Aereos,,,,,,,,,,,,,false,Aviation,,None
710,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,GAA25WA143,ACC,200047,,,N/A,,,,2025-04-11T16:11:00Z,Fes,,Morocco,,,,,CN-TKC,,HAWKER,800XPi,,false,,,,,,,,Minor,0,0,3,3,,,,,,,false,Aviation,,
711,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,WPR25FA126,ACC,200001,,,In work,,Prelim,,2025-04-11T15:02:00Z,Reliance,Tennessee,United States,35.263382999999997,,,,N7026V,22-1373,MOONEY,M20F,AIR,false,1,,091,,PERS,CLEAR AYR LLC,Substantial,Fatal,3,0,0,3,,,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200001/pdf
712,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,ERA25FA173,ACC,199995,,,In work,,Prelim,,2025-04-11T11:23:00Z,Boca Raton,Florida,United States,26.368119,,BCT,BOCA RATON,N8930N,310R0986,CESSNA,310R,AIR,false,2,,091,,PERS,,Destroyed,Fatal,3,0,1,3,1,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199995/pdf
764,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,ERA26LA151,ACC,202712,,,In work,,,,2026-03-25T16:20:00Z,New Shoreham,Rhode Island,United States,,,,,N7081H,,PIPER,PA-32-260,,false,,,091,,PERS,,,Minor,0,0,2,2,,VMC,,,,,false,Aviation,,
713,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,WPR25LA125,ACC,199996,,,Completed,DirectorBrief,Final,,2025-04-10T20:45:00Z,Idaho Falls,Idaho,United States,43.514476000000002,,IDA,IDAHO FALLS RGNL,N190CG,7634,CESSNA,190,AIR,false,1,REC,091,NSCH,PERS,,Substantial,None,0,0,0,0,,VMC,The pilot’s failure to maintain directional control during the landing roll in crosswind conditions.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation",2025-09-26T04:00:00Z,2025-09-26T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=199996,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199996/pdf
714,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,GAA25WA137,ACC,200010,,,N/A,,Final,,2025-04-10T17:30:00Z,Cabo San Lucas,,Mexico,22.947500000000002,,MMSL,Cabo San Lucas International,N1948Z,600,GULFSTREAM AEROSPACE,G-V,AIR,false,2,TF,135,NSCH,BUS,Talon Air,Substantial,Serious,0,1,0,1,0,VMC,,,2025-09-25T04:00:00Z,,false,Aviation,,None
715,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,ERA25LA172,ACC,199992,,,Completed,DirectorBrief,Final,,2025-04-10T17:08:00Z,Folkston,Georgia,United States,30.795928,,3J6,Davis Field,N179ST,4692003,PIPER AIRCRAFT INC,PA46R-350T,AIR,false,1,REC,091,,PERS,,Substantial,Serious,0,2,1,3,,VMC,The pilot’s failure to maintain control of the airplane during a go-around.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",2026-03-19T04:00:00Z,2026-03-19T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=199992,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199992/pdf
716,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,CEN25LA154,ACC,200012,,,Completed,DirectorBrief,Final,,2025-04-10T16:45:00Z,Temple,Texas,United States,31.151385000000001,,TPL,DRAUGHON-MILLER CENTRAL TEXAS RGNL,N923CR,LJ-1074,BEECH,C90,AIR,false,2,TP,091,,POSI,WC&R LLC,Substantial,None,0,0,0,0,,VMC,The failure of the left main landing gear down lock to engage and subsequent collapse of the left main landing gear.,Aircraft - Aircraft systems - Landing gear system - Main landing gear - Malfunction,2025-09-05T04:00:00Z,2025-09-05T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200012,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200012/pdf
717,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,ERA25MA171,ACC,199991,,,In work,,Prelim,,2025-04-10T16:15:00Z,Jersey City,New Jersey,United States,40.728895000000001,,,,N216MH,52296,BELL,206L-4,HELI,false,1,,091,NSCH,AOBV,,Destroyed,Fatal,6,0,0,6,0,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199991/pdf
718,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,WPR25LA132,ACC,200017,,,Completed,DirectorBrief,Final,,2025-04-10T15:43:00Z,Oakland,California,United States,37.721299999999999,,OAK,SAN FRANCISCO BAY OAKLAND INTL,N7779K,18052728,CESSNA,180J,AIR,false,1,REC,091,,PERS,,Substantial,None,0,0,0,0,,VMC,The pilot’s failure to maintain directional control during takeoff roll with a left crosswind.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",2025-07-03T04:00:00Z,2025-07-03T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200017,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200017/pdf
719,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,DCA25WA199,INC,200115,,,N/A,,,,2025-04-10T14:10:00Z,Puerto Inírida,,Colombia,,,,,HK5447,,BOEING,737-400,,false,,,,,,,,,,,,,,,,,,,false,Aviation,,None
720,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,WPR25LA129,ACC,200008,,,In work,,Prelim,,2025-04-10T13:07:00Z,Maricopa,Arizona,United States,32.990549000000001,,A39,AK-CHIN RGNL,N1371D,19947,CESSNA,170A,AIR,false,1,,091,,PERS,,Substantial,None,0,0,0,0,,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200008/pdf
721,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,CEN25FA151,ACC,199989,,,In work,,Prelim,,2025-04-10T10:04:00Z,Cape Fair,Missouri,United States,36.732275999999999,,,,N83952,7AC-2637,AERONCA,7AC,AIR,false,1,,091,,PERS,,Substantial,Fatal,1,1,0,2,,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199989/pdf
722,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,ENG25WA033,ACC,200105,,,N/A,,Final,,2025-04-10T09:25:00Z,Petersgrat Mountain,Other Foreign,Switzerland,46,,LSVP,Petersgrat Mountain Landing Site,HB-ZWF,65299,BELL,505,HELI,false,,,UNK,,,Mountain Flyers,Destroyed,Serious,0,2,0,2,,,,,2025-08-18T04:00:00Z,,false,Aviation,,None
723,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,DCA25WA193,OCC,200079,,,N/A,,,,2025-04-10T07:18:00Z,Dushanbe,Other Foreign,Tajikistan,,,,,EP-VAI,,BOEING,737,,false,,,129,NSCH,,Airline Varesh Airlines,,None,0,0,0,0,,,,,,,false,Aviation,,None
724,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,ERA25LA169,ACC,199984,,,In work,,Prelim,,2025-04-09T16:05:00Z,Fredericksburg,Virginia,United States,38.268877000000003,,,,N2Z,E-2514,BEECH,A36,AIR,false,1,,091,,INST,,Substantial,Minor,0,0,2,2,0,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199984/pdf
725,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,CEN25LA152,ACC,199990,,,Completed,DirectorBrief,Final,,2025-04-09T13:00:00Z,Jeanerette,Louisiana,United States,29.899069000000001,,2R1,Le Maire Memorial Airport,N941KW,941,CORBEN,JUNIOR ACE,AIR,true,1,REC,091,,PERS,,Substantial,None,0,0,0,0,0,VMC,The pilot’s failure to maintain airplane control during the landing roll.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - (general) - Response/compensation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained",2025-06-05T04:00:00Z,2025-06-05T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=199990,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199990/pdf
726,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,GAA25WA140,ACC,200027,,,N/A,,Final,,2025-04-09T12:30:00Z,Campina Grande,Other Foreign,Brazil,-7.1783330000000003,,SNKB,Campina Grande Flying Club Aerodrome,PT-WVL,15067344,CESSNA,150,AIR,false,1,REC,NUSN,,FERY,CESED-CENTRO DE ENS.SUP.E DESENVOLV.LTDA,Substantial,Minor,0,0,2,2,,VMC,,,2025-07-08T04:00:00Z,,false,Aviation,,None
765,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,CEN26FA147,ACC,202696,,,In work,,,,2026-03-25T15:53:00Z,Statesboro,Georgia,United States,,,,,N220AS,,LUECK RONALD A,AIRSHARK,,false,,,091,,PERS,,,Fatal,1,0,0,1,,,,,,,false,Aviation,,
766,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,DCA26LA164,ACC,202695,,,In work,,Prelim,,2026-03-24T19:15:00Z,Dulles,Virginia,United States,38.945148000000003,,IAD,WASHINGTON DULLES INTL,N17316,67596,BOEING,737-8,AIR,false,2,,121,SCHD,,United Airlines,None,Serious,0,1,0,0,1,,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202695/pdf
727,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,ANC25LA033,ACC,200006,,,Completed,DirectorBrief,Final,,2025-04-09T11:30:00Z,Bethel,Alaska,United States,60.801349999999999,,,,N57617,18-7709125,PIPER,PA-18-150,AIR,false,1,REC,091,,OWRK,,Substantial,None,0,0,0,0,,VMC,The pilot's delayed decision to abort the takeoff when the airplane was not attaining sufficient airspeed for takeoff and subsequently departed the end of the lake and collided with terrain.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Surface speed/braking - Capability exceeded, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Effect on operation",2025-08-11T04:00:00Z,2025-08-11T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200006,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200006/pdf
728,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,CEN25FA148,ACC,199980,,,In work,,Prelim,,2025-04-08T15:59:00Z,Haskell,Oklahoma,United States,35.833362999999999,,,,N5RR,326,ANUSIEWICZ,CASSUTT III M,AIR,true,1,,091,,PERS,,Substantial,Fatal,1,0,0,1,0,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199980/pdf
729,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,WPR25LA135,ACC,200022,,,Completed,DirectorBrief,Final,,2025-04-08T15:55:00Z,Douglas,Arizona,United States,31.478424,,DUG,BISBEE DOUGLAS INTL,N443VA,043,MARTIN UAV,VBAT,UNMANNED,false,1,REC,091,,FLTS,NORTHROP GRUMMAN,Substantial,None,0,0,0,0,0,VMC,The malfunction of the throttle servo which resulted in the complete loss of engine power.,Aircraft - Aircraft power plant - Engine controls - Power lever - Malfunction,2025-06-20T04:00:00Z,2025-06-20T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200022,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200022/pdf
730,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,CEN25LA149,ACC,199982,,,In work,,Prelim,,2025-04-08T14:08:00Z,Platteville,Wisconsin,United States,42.685220000000001,,PVB,,N568RD,30-15-03,PPHU EKOLOT,KR-030 TOPAZ,AIR,false,1,,091,,PERS,,Substantial,Serious,0,1,0,1,0,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199982/pdf
