ingestion_id,source_file,ingested_at,ntsb_no,event_type,mkey,event_id,report_no,report_status,report_type,most_recent_report_type,rep_gen_flag,event_date,city,state,country,latitude,longitude,airport_id,airport_name,n_number,serial_number,make,model,aircraft_category,amateur_built,number_of_engines,engine_type,far_part,scheduled,purpose_of_flight,operator,aircraft_damage,highest_injury_level,fatal_injury_count,serious_injury_count,minor_injury_count,onboard_injury_count,onground_injury_count,weather_condition,probable_cause,findings,original_published_date,docket_original_published_date,has_safety_rec,mode,docket_url,report_url
731,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,CEN25LA147,ACC,199978,,,Completed,DirectorBrief,Final,,2025-04-08T09:51:00Z,Zeeland,Michigan,United States,42.817176000000003,,Z98,Ottawa Executive Airport,N6561F,15063161,CESSNA,150F,AIR,false,1,REC,091,,INST,Wings Aero LLC,Substantial,None,0,0,0,0,0,VMC,The flight instructor’s failure to maintain control of the airplane during the go-around which led to the airplane exceeding its critical angle-of-attack and entering an aerodynamic stall at a low altitude. Contributing to the accident was the flight instructor’s delayed remedial action and her failure to ensure that the student had relinquished control of the airplane during the go-around.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Yaw control - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained, Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Instructor/check pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Instructor/check pilot",2026-01-09T05:00:00Z,2026-01-09T19:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=199978,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199978/pdf
732,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,CEN25LA153,ACC,200011,,,Completed,DirectorBrief,Final,,2025-04-07T15:30:00Z,Wausau,Wisconsin,United States,44.924416999999998,,AUW,WAUSAU DOWNTOWN,N1526F,1850869,CESSNA,185,AIR,false,1,REC,091,,PERS,,Substantial,None,0,0,0,0,0,VMC,The pilot’s failure to maintain directional control while landing in shifting wind conditions.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Sudden wind shift - Effect on operation",2025-06-05T04:00:00Z,2025-06-05T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200011,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200011/pdf
733,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,CEN25LA146,ACC,199973,,,Completed,DirectorBrief,Final,,2025-04-07T10:00:00Z,Ault,Colorado,United States,40.724943000000003,,,,N8282V,28-8116060,PIPER,PA28,AIR,false,1,REC,091,,INST,,Substantial,None,0,0,0,0,0,VMC,"The flight instructor’s failure to maintain terrain clearance during an attempted go-around, which resulted in a collision with a fence post.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Instructor/check pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Instructor/check pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Instructor/check pilot",2025-05-29T04:00:00Z,2025-05-29T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=199973,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199973/pdf
734,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,WPR25LA124,ACC,199972,,,In work,,Prelim,,2025-04-07T07:06:00Z,North Bend,Oregon,United States,43.423887999999998,,OTH,Southwest Oregon Regional Airport,N826E,42000170,HONDA AIRCRAFT CO LLC,HA-420,AIR,false,2,,091,,EXEC,ANDY LEAVITT ENTERPRISES LLC,Substantial,Serious,0,1,4,5,,Unknown,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199972/pdf
735,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,CEN25LA150,ACC,199986,,,Completed,DirectorBrief,Final,,2025-04-06T18:05:00Z,Fairbury,Nebraska,United States,40.181899999999999,,FBY,Fairbury Municipal,N9926C,S-30,SILVAIRE,8F,AIR,false,1,REC,091,,INST,,Substantial,None,0,0,0,0,0,VMC,The pilot’s failure to maintain directional control while landing and the flight instructors delayed remedial action.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot",2025-08-11T04:00:00Z,2025-08-11T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=199986,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199986/pdf
736,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,ERA25LA167,ACC,199968,,,In work,,Prelim,,2025-04-06T11:20:00Z,Rockledge,Florida,United States,28.337222000000001,,COI,MERRITT ISLAND,N48263,1208,HILLER,UH12E,HELI,false,1,,091,,PERS,,Substantial,Serious,0,2,0,2,0,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199968/pdf
737,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,DCA25WA177,INC,199967,,,N/A,,,,2025-04-06T04:00:00Z,Bay of Biscay,,France,,,,,OY-JZK,,BOEING,737-800,,false,,,,,,,,,,,,,,,,,,,false,Aviation,,None
739,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,WPR25LA178,ACC,200334,,,Completed,DirectorBrief,Final,,2025-04-04T17:00:00Z,Vancouver,Washington,United States,45.592025,,VUO,Pearson Filed Airport,N9404N,28R-35115,PIPER,PA-28R-200,AIR,false,1,REC,091,,PERS,,Substantial,None,0,0,0,0,,VMC,"A failure of the brake system during landing due to a hydraulic fluid leak, which resulted in a runway excursion.","Aircraft - Aircraft systems - Landing gear system - Brake - Failure, Aircraft - Fluids/misc hardware - Fluids - Hydraulic fluid - Fluid level",2025-09-18T04:00:00Z,2025-09-18T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200334,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200334/pdf
740,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,ERA25LA168,ACC,199977,,,Completed,DirectorBrief,Final,,2025-04-04T15:17:00Z,Vero Beach,Florida,United States,27.653517000000001,,VRB,Vero Beach Regional Airport,N333SE,34-7350091,PIPER,PA-34-200,AIR,false,2,REC,091,,INST,PARIS AIR INC,Substantial,None,0,0,0,0,0,VMC,"Separation of the lower nose landing gear down lock link bolt, which resulted in a collapse of the nose landing gear during landing.",Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Failure,2025-09-05T04:00:00Z,2025-09-05T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=199977,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199977/pdf
741,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,ERA25LA166,ACC,199960,,,In work,,Prelim,,2025-04-03T13:22:00Z,Sanford,Florida,United States,28.781181,,SFB,ORLANDO SANFORD INTL,N1910M,18264475,CESSNA,182,AIR,false,1,,091,,PERS,,Substantial,Minor,0,0,1,1,0,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199960/pdf
742,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,CEN25FA144,ACC,199955,,,In work,,Prelim,,2025-04-02T21:30:00Z,Raceland,Louisiana,United States,29.701865000000002,,HUM,HOUMA-TERREBONNE,N1574P,21061258,CESSNA,210L,AIR,false,1,,091,,INST,SOUTHERN SEAPLANE INC,Destroyed,Fatal,2,0,0,2,0,IMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199955/pdf
743,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,ERA25LA181,ACC,200043,,,Completed,DirectorBrief,Final,,2025-04-02T15:30:00Z,Zephyrhills,Florida,United States,28.256461999999999,,ZPH,ZEPHYRHILLS MUNI,N37PL,19190,SCHLEICHER,ASW-19,GLI,false,0,,091,,PERS,TAMPA BAY SOARING SOCIETY INC,Substantial,Serious,0,1,0,1,0,VMC,"The pilot’s inadequate inflight planning and an encounter with atmospheric conditions where the lift was not sufficient to maintain flight, resulting in an off-airport landing and collision with a fence.","Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Thermal lifting - Effect on operation, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot",2025-09-05T04:00:00Z,2025-09-05T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200043,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200043/pdf
744,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,GAA25WA133,ACC,199976,,,N/A,,Prelim,,2025-04-02T08:30:00Z,Rondonopolis,,Brazil,-16.483889000000001,,SDWC,Agropastori Bom Pastor Aerodrome,PP-PSO,3232037,PIPER,PA32,AIR,false,1,REC,NUSN,,,,Destroyed,Fatal,1,0,0,1,,,,,,,false,Aviation,,None
745,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,DCA25WA181,INC,200019,,,N/A,,Final,,2025-04-02T04:00:00Z,Mexico City,,Mexico,,,,Mexico City Airport,XA-MFO,43761,BOEING,737,AIR,false,2,,129,,,Aerovias de Mexico,None,,,,,,,,,,2026-03-12T04:00:00Z,,false,Aviation,,None
746,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,ERA25LA164,ACC,199950,,,Completed,DirectorBrief,Final,,2025-04-01T20:45:00Z,Hickory,North Carolina,United States,35.743383999999999,,HKY,HICKORY RGNL,N79514,17268134,CESSNA,172N,AIR,false,1,REC,091,,INST,,Substantial,Minor,0,0,1,1,0,VMC,"The student pilot’s failure to maintain airplane control during an attempted go-around, which resulted in an aerodynamic stall/spin and collision with terrain.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained",2025-08-28T04:00:00Z,2025-08-28T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=199950,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199950/pdf
747,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,ERA25FA163,ACC,199949,,,In work,,Prelim,,2025-04-01T18:04:00Z,Midvale,Ohio,United States,40.425607999999997,,PHD,New Philadelphia,N8242Q,310Q0715,CESSNA,310Q,AIR,false,2,,091,,PERS,Birds Eye View Inc,Substantial,Fatal,1,0,0,1,0,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199949/pdf
748,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,ERA25LA161,ACC,199945,,,Completed,DirectorBrief,Final,,2025-04-01T10:30:00Z,Martinsville,Virginia,United States,36.635849999999998,,MTV,BLUE RIDGE,N84065,7AC-2752,AERONCA,7AC,AIR,false,1,REC,091,,PERS,,Substantial,Minor,0,0,1,1,,VMC,The pilot inadvertently turned off the fuel selector valve on takeoff which resulted in a loss of engine power.,"Aircraft - Aircraft systems - Fuel system - Fuel selector/shutoff valve - Unintentional use/operation, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot",2025-11-06T05:00:00Z,2025-11-06T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=199945,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199945/pdf
749,cases2026-04-01_20-43.csv,2026-04-03 04:05:44.381524+00:00,GAA25WA132,ACC,199970,,,N/A,,Prelim,,2025-04-01T04:00:00Z,Bergen,Other Foreign,Norway,,,,,LN-SDB,,CHAMPION,8KCAB,AIR,false,,,NUSN,,,,Substantial,Fatal,2,0,0,2,,,,,,,false,Aviation,,None
750,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,ANC26LA023,ACC,202728,,,In work,,,,2026-03-30T16:00:00Z,Cordova,Alaska,United States,,,,,N212PX,,MARCIL GERRY,SPORTSMAN 2+2,,false,,,091,,PERS,,,None,0,0,0,0,,,,,,,false,Aviation,,
751,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,DCA26WA168,INC,202725,,,N/A,,,,2026-03-30T03:49:00Z,Sao Paulo,Other Foreign,Brazil,,,,,N813NW,,AIRBUS,A330-323,,false,,,121,SCHD,,DELTA AIR LINES INC,,None,0,0,0,0,,,,,,,false,Aviation,,None
752,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,CEN26LA151,ACC,202722,,,In work,,,,2026-03-29T19:15:00Z,Colorado Springs,Colorado,United States,,,,,N920CJ,,CHAMPION,7GCB,,false,,,,,,,,None,0,0,0,0,,,,,,,false,Aviation,,
753,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,GAA26WA142,ACC,202734,,,N/A,,Prelim,,2026-03-29T10:00:00Z,Ausnek,,Namibia,-26.600000000000001,,,,D-EGZE,,CESSNA,172,AIR,false,1,,NUSN,,UNK,,Substantial,Fatal,1,1,0,2,,,,,,,false,Aviation,,None
754,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,DCA26LA167,ACC,202721,,,In work,,,,2026-03-29T04:00:00Z,Pacific Ocean,,United States,,,,,N23994,,BOEING,787-9,,false,,,121,SCHD,,UNITED AIRLINES INC,,Serious,0,1,0,1,,,,,,,false,Aviation,,
755,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,ANC26LA022,ACC,202711,,,In work,,,,2026-03-28T13:00:00Z,Skwentna,Alaska,United States,,,,,N94237,,CESSNA,A185F,,false,,,091,,PERS,,,None,0,0,0,0,,VMC,,,,,false,Aviation,,
756,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,WPR26LA143,ACC,202717,,,In work,,,,2026-03-27T17:30:00Z,Lincoln,California,United States,,,,,N11446,,PAUL D CANNON,KITFOX LIGHT SQUARED,,false,,,091,,,,,,,,,,,,,,,,false,Aviation,,
768,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,CEN26LA145,ACC,202693,,,In work,,Prelim,,2026-03-24T11:40:00Z,Galveston,Texas,United States,29.26585,,KGLS,Scholes International At Galveston Airport,"N43000, N351L","F5C-060, 40.NC051","CLASSIC AIRCRAFT CORP, DIAMOND AIRCRAFT IND INC","WACO YMF, DA 40 NG","AIR, AIR","false, false","1, 1",,"091, 091","NSCH, NSCH","PERS, INST",Leadership in Flight Training Academy,"Substantial, Substantial",None,0,0,0,0,0,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202693/pdf
769,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,CEN26LA148,ACC,202700,,,In work,,,,2026-03-24T10:30:00Z,Stonewall,Texas,United States,,,,,N233JD,,ROBINSON HELICOPTER COMPANY,R44 II,,false,,,,,,,,Serious,0,2,0,2,,,,,,,false,Aviation,,
770,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,WPR26LA137,ACC,202690,,,In work,,Prelim,,2026-03-23T15:35:00Z,Fairfield,Utah,United States,40.242530000000002,,UT9,West Desert Airpark,N247WR,C000559,SALT LAKE GYROCOPTERS LLC,CALIDUS,GYRO,false,1,,091,,PERS,,Substantial,None,0,0,0,0,,,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202690/pdf
771,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,ANC26FA021,ACC,202678,,,In work,,Prelim,,2026-03-23T12:21:00Z,Boynton Beach,Florida,United States,26.485175999999999,,,,N478AT,1006,ROBINSON HELICOPTER,R44,HELI,false,1,,091,,INST,Palm Beach Helicopters,Destroyed,Fatal,2,0,0,2,,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202678/pdf
772,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,WPR26FA130,ACC,202675,,,In work,,,,2026-03-22T19:25:00Z,Olympic Valley,California,United States,,,,,N2882W,,BEECH,A36,,false,,,091,,PERS,,,Fatal,1,0,0,1,,VMC,,,,,false,Aviation,,
773,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,CEN26FA142,ACC,202673,,,In work,,,,2026-03-22T15:18:00Z,Sharp,Louisiana,United States,,,,,N886DS,,BEECHCRAFT CORP,B200GT,,false,,,,,,,,Fatal,1,0,0,1,0,,,,,,false,Aviation,,
774,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,WPR26LA136,ACC,202689,,,In work,,Prelim,,2026-03-21T19:00:00Z,Chehalis,Washington,United States,46.677,,CLS,CHEHALIS-CENTRALIA,N163TW,16200230,CESSNA AIRCRAFT CO,162,AIR,false,1,,091,,INST,RAINIER FLIGHT SERVICE LLC,Substantial,None,0,0,0,0,,,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202689/pdf
775,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,WPR26LA132,ACC,202682,,,In work,,,,2026-03-21T17:10:00Z,West Valley City,Utah,United States,,,,,N7328J,,PIPER,PA-28-140,,false,,,091,,PERS,,,None,0,0,0,0,,VMC,,,,,false,Aviation,,
776,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,CEN26LA146,ACC,202694,,,In work,,Prelim,,2026-03-21T17:00:00Z,Anderson City,Kentucky,United States,38,,KIMS,,N7548P,24-2756,PIPER,PA-24-250,AIR,false,1,,091,NSCH,UNK,,Substantial,None,0,0,0,0,0,,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202694/pdf
777,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,WPR26LA138,ACC,202691,,,In work,,,,2026-03-21T14:59:00Z,Mesa,Arizona,United States,,,,,N5045V,,BOEING,A75N1(PT17),,false,,,091,,PERS,,,,0,0,0,0,0,,,,,,false,Aviation,,
778,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,GAA26WA135,ACC,202688,,,N/A,,,,2026-03-21T14:00:00Z,Amazonas,Other Foreign,Brazil,,,,,PR-TSM,,CESSNA,152,,false,,,,,,,,Fatal,2,0,0,2,,,,,,,false,Aviation,,None
779,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,CEN26LA156,ACC,202732,,,In work,,,,2026-03-21T10:23:00Z,Ellicott,Colorado,United States,,,,,N6305S,,CESSNA,150G,,false,,,091,,PERS,,,Serious,0,1,0,1,0,VMC,,,,,false,Aviation,,
780,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,WPR26LA131,ACC,202681,,,In work,,,,2026-03-21T08:00:00Z,Winslow,Arizona,United States,,,,,N71FR,,AEROSPATIALE,SA341G GAZELLE,,false,,,091,,,REGISTRATION PENDING,,Minor,0,0,2,2,,,,,,,false,Aviation,,
781,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,GAA26WA133,ACC,202672,,,N/A,,Final,,2026-03-20T21:45:00Z,El Cerrito,Other Foreign,Colombia,3.6326109999999998,,,,HK877,30038,CESSNA,C180,AIR,false,1,,NUSC,,AOBV,FOTO RUDOLF S.A.S,Substantial,None,0,0,0,0,,,,,2026-03-26T04:00:00Z,,false,Aviation,,None
782,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,CEN26LA143,ACC,202679,,,In work,,,,2026-03-20T20:15:00Z,Denton,Texas,United States,,,,,N65614,,CESSNA,172P,,false,,,,,,AMERICAN PATROLS INC,,,,,,,,,,,,,false,Aviation,,
783,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,GAA26WA141,ACC,202713,,,N/A,,Prelim,,2026-03-20T19:40:00Z,Les Cayes,Other Foreign,Haiti,,,,,N271BC,145660,EMBRAER,EMB-145XR,AIR,false,2,,135,SCHD,,IBC AIRWAYS INC,None,None,0,0,0,0,,,,,,,false,Aviation,,None
784,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,CEN26FA141,ACC,202671,,,In work,,,,2026-03-20T16:03:00Z,Rock Falls,Illinois,United States,,,,,N9913W,,PIPER,PA-28-140,,false,,,091,,,JCL EQUIPMENT RENTAL,,Fatal,1,0,0,1,,VMC,,,,,false,Aviation,,
785,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,WPR26LA135,ACC,202685,,,In work,,Prelim,,2026-03-20T14:00:00Z,Big Bear,California,United States,34.263800000000003,,L35,BIG BEAR CITY,N9368A,7447,CESSNA,195,AIR,false,1,,091,,PERS,,Substantial,None,0,0,0,0,,,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202685/pdf
786,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,DCA26WA163,INC,202677,,,N/A,,Final,,2026-03-19T20:27:00Z,Sydney,Other Foreign,Australia,,,,,N524DN,0680,AIRBUS SAS,A350-941,AIR,false,2,TF,121,SCHD,,DELTA AIR LINES INC,None,Minor,0,0,4,4,,,,,2026-03-26T04:00:00Z,,false,Aviation,,None
787,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,WPR26LA134,ACC,202684,,,In work,,Prelim,,2026-03-19T17:55:00Z,Young,Arizona,United States,34.058472000000002,,,,N9111,260,ZLIN AVIATION SRO,SAVAGE CUB-S,AIR,false,1,,091,NSCH,PERS,,Substantial,None,0,0,0,0,,,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202684/pdf
788,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,WPR26LA133,ACC,202683,,,In work,,,,2026-03-18T19:55:00Z,Deer Island,Oregon,United States,,,,,N7632H,,PIPER,PA-12,,false,,,091,,PERS,,,,,,,,,,,,,,false,Aviation,,
789,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,CEN26LA144,ACC,202687,,,In work,,Prelim,,2026-03-18T17:38:00Z,Northlake,Texas,United States,33.059094000000002,,52F,AERO VALLEY,N1374W,2655,MOONEY,M20,AIR,false,1,,091,,PERS,,Substantial,Serious,0,1,0,1,0,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202687/pdf
790,cases2026-04-01_20-52.csv,2026-04-03 04:05:44.393654+00:00,CEN26FA140,ACC,202658,,,In work,,,,2026-03-17T13:23:00Z,Chesterfield,Missouri,United States,,,,,N444CA,,AERO COMMANDER,500-B,,false,,,135,NSCH,BUS,CENTRAL AIRLINES INC,,Fatal,1,0,0,1,,VMC,,,,,false,Aviation,,
