finding_key,mkey,vehicle_num,finding_num,finding_code,finding_text,finding_report_text,in_probable_cause,silver_loaded_at
213,200757,1,3,0302100091,Environmental issues - Physical environment - Terrain - (general) - Contributed to outcome,Environmental issues (general) - Contributed to outcome,True,2026-04-03 04:05:44.570293+00:00
214,200757,1,4,0302203285,Environmental issues - Physical environment - Object/animal/substance - Wire - Response/compensation,Environmental issues Wire - Response/compensation,True,2026-04-03 04:05:44.570293+00:00
215,200748,1,1,0303402591,Environmental issues - Conditions/weather/phenomena - Wind - Variable wind - Contributed to outcome,Environmental issues Variable wind - Contributed to outcome,True,2026-04-03 04:05:44.570293+00:00
216,200748,1,2,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
217,200768,1,1,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
218,200768,1,2,0106204020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained,Aircraft Descent/approach/glide path - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
219,200758,1,1,0302204591,Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Contributed to outcome,Environmental issues Animal(s)/bird(s) - Contributed to outcome,True,2026-04-03 04:05:44.570293+00:00
220,200758,1,3,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
221,200781,1,1,0204103044,Personnel issues - Action/decision - Action - Lack of action - Pilot,Personnel issues Lack of action - Pilot,True,2026-04-03 04:05:44.570293+00:00
222,200781,1,2,0206301544,Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot,Personnel issues Use of equip/system - Pilot,True,2026-04-03 04:05:44.570293+00:00
223,200781,1,3,0102323010,Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated,Aircraft Gear extension and retract sys - Not used/operated,True,2026-04-03 04:05:44.570293+00:00
224,200745,1,1,0202154544,Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot,Personnel issues Monitoring environment - Pilot,True,2026-04-03 04:05:44.570293+00:00
225,200745,1,2,0302202087,Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Awareness of condition,Environmental issues Tree(s) - Awareness of condition,True,2026-04-03 04:05:44.570293+00:00
226,200745,1,3,0302202081,Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Effect on equipment,Environmental issues Tree(s) - Effect on equipment,True,2026-04-03 04:05:44.570293+00:00
227,200745,1,4,0106201220,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained,Aircraft Altitude - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
228,200745,1,5,0204152044,Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot,Personnel issues Decision making/judgment - Pilot,True,2026-04-03 04:05:44.570293+00:00
229,200744,1,2,0204102544,Personnel issues - Action/decision - Action - Delayed action - Pilot,Personnel issues Delayed action - Pilot,True,2026-04-03 04:05:44.570293+00:00
230,200744,1,3,0302101091,Environmental issues - Physical environment - Terrain - Mountainous/hilly terrain - Contributed to outcome,Environmental issues Mountainous/hilly terrain - Contributed to outcome,False,2026-04-03 04:05:44.570293+00:00
231,200744,1,4,0106101020,Aircraft - Aircraft oper/perf/capability - Aircraft capability - Climb capability - Not attained/maintained,Aircraft Climb capability - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
232,200804,1,1,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
233,200804,1,2,0106202020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained,Aircraft Directional control - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
234,200741,1,2,0206304046,Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot,Personnel issues Aircraft control - Student/instructed pilot,True,2026-04-03 04:05:44.570293+00:00
235,200741,1,3,0106204120,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained,Aircraft Landing flare - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
236,200832,1,1,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
237,200832,1,2,0106202020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained,Aircraft Directional control - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
238,200832,1,3,0302101591,Environmental issues - Physical environment - Terrain - Rough terrain - Contributed to outcome,Environmental issues Rough terrain - Contributed to outcome,False,2026-04-03 04:05:44.570293+00:00
239,200749,1,4,0202154544,Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot,Personnel issues Monitoring environment - Pilot,True,2026-04-03 04:05:44.570293+00:00
240,200737,1,1,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
241,200728,1,1,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
242,200728,1,2,0106202020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained,Aircraft Directional control - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
243,200712,1,2,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
244,200712,1,3,0106202020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained,Aircraft Directional control - Not attained/maintained,False,2026-04-03 04:05:44.570293+00:00
245,200712,1,4,0106202411,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Yaw control - Incorrect use/operation,Aircraft Yaw control - Incorrect use/operation,True,2026-04-03 04:05:44.570293+00:00
246,200693,1,1,0204152040,Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Instructor/check pilot,Personnel issues Decision making/judgment - Instructor/check pilot,True,2026-04-03 04:05:44.570293+00:00
247,200693,1,2,0106200020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained,Aircraft (general) - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
248,200693,1,3,0204102540,Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot,Personnel issues Delayed action - Instructor/check pilot,True,2026-04-03 04:05:44.570293+00:00
249,200693,1,4,0202153540,Personnel issues - Psychological - Attention/monitoring - Monitoring other person - Instructor/check pilot,Personnel issues Monitoring other person - Instructor/check pilot,True,2026-04-03 04:05:44.570293+00:00
250,200693,1,5,0206304040,Personnel issues - Task performance - Use of equip/info - Aircraft control - Instructor/check pilot,Personnel issues Aircraft control - Instructor/check pilot,True,2026-04-03 04:05:44.570293+00:00
251,200696,1,2,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
252,200696,1,3,0106200020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained,Aircraft (general) - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
253,200711,1,1,0106202020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained,Aircraft Directional control - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
254,200711,1,2,0303404585,Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Response/compensation,Environmental issues Gusts - Response/compensation,True,2026-04-03 04:05:44.570293+00:00
255,200711,1,3,0303404582,Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation,Environmental issues Gusts - Effect on operation,True,2026-04-03 04:05:44.570293+00:00
256,200687,1,1,0204152044,Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot,Personnel issues Decision making/judgment - Pilot,True,2026-04-03 04:05:44.570293+00:00
257,200687,1,2,0202151044,Personnel issues - Psychological - Attention/monitoring - Attention - Pilot,Personnel issues Attention - Pilot,True,2026-04-03 04:05:44.570293+00:00
258,200687,1,3,0202203544,Personnel issues - Psychological - Perception/orientation/illusion - Situational awareness - Pilot,Personnel issues Situational awareness - Pilot,True,2026-04-03 04:05:44.570293+00:00
259,200687,1,4,0204151044,Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot,Personnel issues Identification/recognition - Pilot,False,2026-04-03 04:05:44.570293+00:00
260,200687,1,5,0202101044,Personnel issues - Psychological - Personality/attitude - Self confidence - Pilot,Personnel issues Self confidence - Pilot,False,2026-04-03 04:05:44.570293+00:00
261,200687,1,7,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
262,200687,1,8,0106100008,Aircraft - Aircraft oper/perf/capability - Aircraft capability - (general) - Capability exceeded,Aircraft (general) - Capability exceeded,False,2026-04-03 04:05:44.570293+00:00
263,200687,1,9,0106201220,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained,Aircraft Altitude - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
264,200687,1,10,0302101581,Environmental issues - Physical environment - Terrain - Rough terrain - Effect on equipment,Environmental issues Rough terrain - Effect on equipment,False,2026-04-03 04:05:44.570293+00:00
265,200686,1,1,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
266,200686,1,2,0202154544,Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot,Personnel issues Monitoring environment - Pilot,True,2026-04-03 04:05:44.570293+00:00
267,200686,1,3,0106201020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained,Aircraft Airspeed - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
268,200686,1,5,0202203544,Personnel issues - Psychological - Perception/orientation/illusion - Situational awareness - Pilot,Personnel issues Situational awareness - Pilot,True,2026-04-03 04:05:44.570293+00:00
269,200686,1,6,0303402591,Environmental issues - Conditions/weather/phenomena - Wind - Variable wind - Contributed to outcome,Environmental issues Variable wind - Contributed to outcome,False,2026-04-03 04:05:44.570293+00:00
270,200698,1,2,0102324605,Aircraft - Aircraft systems - Landing gear system - Wheel/ski/float - Damaged/degraded,Aircraft Wheel/ski/float - Damaged/degraded,True,2026-04-03 04:05:44.570293+00:00
271,200698,1,3,0204152044,Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot,Personnel issues Decision making/judgment - Pilot,True,2026-04-03 04:05:44.570293+00:00
272,200685,1,1,0106103008,Aircraft - Aircraft oper/perf/capability - Aircraft capability - Landing distance - Capability exceeded,Aircraft Landing distance - Capability exceeded,True,2026-04-03 04:05:44.570293+00:00
273,200685,1,2,0106105008,Aircraft - Aircraft oper/perf/capability - Aircraft capability - Braking capability - Capability exceeded,Aircraft Braking capability - Capability exceeded,True,2026-04-03 04:05:44.570293+00:00
274,200685,1,3,0204152044,Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot,Personnel issues Decision making/judgment - Pilot,True,2026-04-03 04:05:44.570293+00:00
275,200685,1,4,0202203544,Personnel issues - Psychological - Perception/orientation/illusion - Situational awareness - Pilot,Personnel issues Situational awareness - Pilot,True,2026-04-03 04:05:44.570293+00:00
276,200685,1,5,0204102544,Personnel issues - Action/decision - Action - Delayed action - Pilot,Personnel issues Delayed action - Pilot,False,2026-04-03 04:05:44.570293+00:00
277,200685,1,6,0106201020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained,Aircraft Airspeed - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
278,200685,1,7,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,False,2026-04-03 04:05:44.570293+00:00
279,200685,1,8,0106204020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained,Aircraft Descent/approach/glide path - Not attained/maintained,False,2026-04-03 04:05:44.570293+00:00
280,200685,1,9,0204101044,Personnel issues - Action/decision - Action - Incorrect action selection - Pilot,Personnel issues Incorrect action selection - Pilot,False,2026-04-03 04:05:44.570293+00:00
281,200951,1,1,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
282,200951,1,2,0106204120,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained,Aircraft Landing flare - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
283,200914,1,1,0302204586,Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Ability to respond/compensate,Environmental issues Animal(s)/bird(s) - Ability to respond/compensate,True,2026-04-03 04:05:44.570293+00:00
284,200914,1,3,0302204581,Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Effect on equipment,Environmental issues Animal(s)/bird(s) - Effect on equipment,True,2026-04-03 04:05:44.570293+00:00
285,200914,1,4,0302204591,Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Contributed to outcome,Environmental issues Animal(s)/bird(s) - Contributed to outcome,True,2026-04-03 04:05:44.570293+00:00
286,200928,1,1,0206103044,Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot,Personnel issues Fuel planning - Pilot,True,2026-04-03 04:05:44.570293+00:00
287,200928,1,2,0107101024,Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level,Aircraft Fuel - Fluid level,True,2026-04-03 04:05:44.570293+00:00
288,200928,1,3,0302201091,Environmental issues - Physical environment - Object/animal/substance - Pole - Contributed to outcome,Environmental issues Pole - Contributed to outcome,True,2026-04-03 04:05:44.570293+00:00
289,200908,1,1,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
290,200908,1,5,0106202020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained,Aircraft Directional control - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
291,200905,1,1,0102253015,Aircraft - Aircraft systems - Equipment/furnishings - Buffet/galleys - Inadequate inspection,Aircraft Buffet/galleys - Inadequate inspection,True,2026-04-03 04:05:44.570293+00:00
292,200905,1,2,0304102591,Environmental issues - Task environment - Physical workspace - Air quality/dust/smoke - Contributed to outcome,Environmental issues Air quality/dust/smoke - Contributed to outcome,True,2026-04-03 04:05:44.570293+00:00
293,200905,1,3,0201201043,Personnel issues - Physical - Impairment/incapacitation - Illness/injury - Passenger,Personnel issues Illness/injury - Passenger,False,2026-04-03 04:05:44.570293+00:00
294,200922,1,3,0106203520,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Climb rate - Not attained/maintained,Aircraft Climb rate - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
295,200922,1,4,0303102082,Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - High density altitude - Effect on operation,Environmental issues High density altitude - Effect on operation,True,2026-04-03 04:05:44.570293+00:00
296,200916,1,1,0303602084,Environmental issues - Conditions/weather/phenomena - Light condition - Dark - Decision related to condition,Environmental issues Dark - Decision related to condition,True,2026-04-03 04:05:44.570293+00:00
297,200916,1,2,0301701584,Environmental issues - Operating environment - Airport facilities/design - Runway lighting - Decision related to condition,Environmental issues Runway lighting - Decision related to condition,True,2026-04-03 04:05:44.570293+00:00
298,200916,1,3,0204152044,Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot,Personnel issues Decision making/judgment - Pilot,True,2026-04-03 04:05:44.570293+00:00
299,200916,1,4,0106204020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained,Aircraft Descent/approach/glide path - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
300,200904,1,1,0107101023,Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid condition,Aircraft Fuel - Fluid condition,True,2026-04-03 04:05:44.570293+00:00
301,200904,1,2,0107101015,Aircraft - Fluids/misc hardware - Fluids - Fuel - Inadequate inspection,Aircraft Fuel - Inadequate inspection,True,2026-04-03 04:05:44.570293+00:00
302,200904,1,3,0206152041,Personnel issues - Task performance - Inspection - Scheduled/routine inspection - Maintenance personnel,Personnel issues Scheduled/routine inspection - Maintenance personnel,True,2026-04-03 04:05:44.570293+00:00
303,200903,1,1,0500000000,Not determined - Not determined - (general) - (general) - Unknown/Not determined,Not determined (general) - Unknown/Not determined,True,2026-04-03 04:05:44.570293+00:00
304,200897,1,1,0303602082,Environmental issues - Conditions/weather/phenomena - Light condition - Dark - Effect on operation,Environmental issues Dark - Effect on operation,True,2026-04-03 04:05:44.570293+00:00
305,200897,1,2,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
306,200897,1,3,0106204120,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained,Aircraft Landing flare - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
307,200900,1,1,0106103008,Aircraft - Aircraft oper/perf/capability - Aircraft capability - Landing distance - Capability exceeded,Aircraft Landing distance - Capability exceeded,True,2026-04-03 04:05:44.570293+00:00
308,200900,1,2,0102324208,Aircraft - Aircraft systems - Landing gear system - Brake - Capability exceeded,Aircraft Brake - Capability exceeded,True,2026-04-03 04:05:44.570293+00:00
309,200900,1,3,0302301082,Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Wet surface - Effect on operation,Environmental issues Wet surface - Effect on operation,True,2026-04-03 04:05:44.570293+00:00
310,200900,1,4,0204152044,Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot,Personnel issues Decision making/judgment - Pilot,True,2026-04-03 04:05:44.570293+00:00
311,200900,1,5,0204101044,Personnel issues - Action/decision - Action - Incorrect action selection - Pilot,Personnel issues Incorrect action selection - Pilot,True,2026-04-03 04:05:44.570293+00:00
312,200921,1,3,0303404082,Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation,Environmental issues Crosswind - Effect on operation,True,2026-04-03 04:05:44.570293+00:00
313,200921,1,4,0106203020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Crosswind correction - Not attained/maintained,Aircraft Crosswind correction - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
314,200921,1,5,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
315,201009,1,1,0206304040,Personnel issues - Task performance - Use of equip/info - Aircraft control - Instructor/check pilot,Personnel issues Aircraft control - Instructor/check pilot,True,2026-04-03 04:05:44.570293+00:00
316,201009,1,2,0106203720,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent rate - Not attained/maintained,Aircraft Descent rate - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
317,201009,1,3,0202152040,Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Instructor/check pilot,Personnel issues Task monitoring/vigilance - Instructor/check pilot,True,2026-04-03 04:05:44.570293+00:00
318,201009,1,4,0204101540,Personnel issues - Action/decision - Action - Incorrect action performance - Instructor/check pilot,Personnel issues Incorrect action performance - Instructor/check pilot,True,2026-04-03 04:05:44.570293+00:00
319,201009,1,6,0106201020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained,Aircraft Airspeed - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
320,201009,1,7,0204151040,Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Instructor/check pilot,Personnel issues Identification/recognition - Instructor/check pilot,True,2026-04-03 04:05:44.570293+00:00
321,200917,1,1,0107101025,Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management,Aircraft Fuel - Fluid management,True,2026-04-03 04:05:44.570293+00:00
322,200917,1,2,0204103044,Personnel issues - Action/decision - Action - Lack of action - Pilot,Personnel issues Lack of action - Pilot,True,2026-04-03 04:05:44.570293+00:00
323,200917,1,4,0206301544,Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot,Personnel issues Use of equip/system - Pilot,True,2026-04-03 04:05:44.570293+00:00
324,200912,1,1,0204152544,Personnel issues - Action/decision - Info processing/decision - Expectation/assumption - Pilot,Personnel issues Expectation/assumption - Pilot,True,2026-04-03 04:05:44.570293+00:00
325,200912,1,3,0303401587,Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Awareness of condition,Environmental issues Tailwind - Awareness of condition,True,2026-04-03 04:05:44.570293+00:00
326,200912,1,4,0106204020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained,Aircraft Descent/approach/glide path - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
327,200912,1,5,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
328,200887,1,1,0107101025,Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management,Aircraft Fuel - Fluid management,True,2026-04-03 04:05:44.570293+00:00
329,200887,1,2,0206301544,Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot,Personnel issues Use of equip/system - Pilot,True,2026-04-03 04:05:44.570293+00:00
330,200887,1,3,0206103044,Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot,Personnel issues Fuel planning - Pilot,True,2026-04-03 04:05:44.570293+00:00
331,202342,1,1,0102321001,Aircraft - Aircraft systems - Landing gear system - Main landing gear - Failure,Aircraft Main landing gear - Failure,True,2026-04-03 04:05:44.570293+00:00
332,200874,1,1,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
333,200874,1,2,0106202220,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Not attained/maintained,Aircraft Pitch control - Not attained/maintained,False,2026-04-03 04:05:44.570293+00:00
334,201890,1,1,0106204020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained,Aircraft Descent/approach/glide path - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
335,201890,1,2,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
336,200865,1,2,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
337,200865,1,3,0106202020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained,Aircraft Directional control - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
338,200865,1,4,0303404085,Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Response/compensation,Environmental issues Crosswind - Response/compensation,True,2026-04-03 04:05:44.570293+00:00
339,200976,1,1,0102324401,Aircraft - Aircraft systems - Landing gear system - Tire casing - Failure,Aircraft Tire casing - Failure,True,2026-04-03 04:05:44.570293+00:00
340,200976,1,2,0106202021,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Attain/maintain not possible,Aircraft Directional control - Attain/maintain not possible,True,2026-04-03 04:05:44.570293+00:00
341,200853,1,1,0107101025,Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management,Aircraft Fuel - Fluid management,True,2026-04-03 04:05:44.570293+00:00
342,200853,1,2,0206301544,Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot,Personnel issues Use of equip/system - Pilot,True,2026-04-03 04:05:44.570293+00:00
343,200853,1,3,0204103044,Personnel issues - Action/decision - Action - Lack of action - Pilot,Personnel issues Lack of action - Pilot,True,2026-04-03 04:05:44.570293+00:00
344,200882,1,1,0204151044,Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot,Personnel issues Identification/recognition - Pilot,True,2026-04-03 04:05:44.570293+00:00
345,200882,1,2,0202154544,Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot,Personnel issues Monitoring environment - Pilot,True,2026-04-03 04:05:44.570293+00:00
346,200850,1,1,0106202020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained,Aircraft Directional control - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
347,200850,1,2,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
348,200873,1,1,0106202020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained,Aircraft Directional control - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
349,200873,1,2,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
350,200873,1,3,0303404082,Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation,Environmental issues Crosswind - Effect on operation,True,2026-04-03 04:05:44.570293+00:00
351,200844,1,1,0203201543,Personnel issues - Experience/knowledge - Knowledge - Knowledge of equipment - Passenger,Personnel issues Knowledge of equipment - Passenger,True,2026-04-03 04:05:44.570293+00:00
352,200844,1,2,0204000044,Personnel issues - Action/decision - (general) - (general) - Pilot,Personnel issues (general) - Pilot,True,2026-04-03 04:05:44.570293+00:00
353,200844,1,3,0106202320,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Lateral/bank control - Not attained/maintained,Aircraft Lateral/bank control - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
354,200844,1,4,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
355,200844,1,5,0102270112,Aircraft - Aircraft systems - Flight control system - Control column section - Unintentional use/operation,Aircraft Control column section - Unintentional use/operation,True,2026-04-03 04:05:44.570293+00:00
356,200854,1,2,0303401582,Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on operation,Environmental issues Tailwind - Effect on operation,True,2026-04-03 04:05:44.570293+00:00
357,200854,1,4,0106202020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained,Aircraft Directional control - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
358,200854,1,5,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
359,200843,1,1,0202154544,Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot,Personnel issues Monitoring environment - Pilot,True,2026-04-03 04:05:44.570293+00:00
360,200843,1,2,0106201220,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained,Aircraft Altitude - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
361,200843,1,3,0302203287,Environmental issues - Physical environment - Object/animal/substance - Wire - Awareness of condition,Environmental issues Wire - Awareness of condition,True,2026-04-03 04:05:44.570293+00:00
362,200894,1,1,0106204120,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained,Aircraft Landing flare - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
